system_name,edsm_status,direction,steps_from_edge,edge_number,family,subsector,mass_prefix,number
Pha Aeb GX-T c3-1,not_in_edsm,forward,1,0,Pha Aeb GX-T,GX-T,c3,1
Pha Aeb GX-T d3-1,not_in_edsm,forward,1,0,Pha Aeb GX-T,GX-T,d3,1
Pha Aeb GX-W b1-1,not_in_edsm,forward,1,0,Pha Aeb GX-W,GX-W,b1,1
Pha Aeb GX-W c1-1,not_in_edsm,forward,1,0,Pha Aeb GX-W,GX-W,c1,1
Pha Aeb GY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb GY-H,GY-H,c23,1
Pha Aeb GY-L c7-1,not_in_edsm,forward,1,0,Pha Aeb GY-L,GY-L,c7,1
Pha Aeb GY-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb GY-Q,GY-Q,c18,1
Pha Aeb GY-U b2-1,not_in_edsm,forward,1,0,Pha Aeb GY-U,GY-U,b2,1
Pha Aeb GY-U c2-1,not_in_edsm,forward,1,0,Pha Aeb GY-U,GY-U,c2,1
Pha Aeb GY-X c28-1,not_in_edsm,forward,1,0,Pha Aeb GY-X,GY-X,c28,1
Pha Aeb GY-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb GY-Z,GY-Z,c13,1
Pha Aeb GY-Z d13-1,not_in_edsm,forward,1,0,Pha Aeb GY-Z,GY-Z,d13,1
Pha Aeb GZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb GZ-O,GZ-O,c19,1
Pha Aeb GZ-R c4-1,not_in_edsm,forward,1,0,Pha Aeb GZ-R,GZ-R,c4,1
Pha Aeb GZ-S b3-1,not_in_edsm,forward,1,0,Pha Aeb GZ-S,GZ-S,b3,1
Pha Aeb GZ-S c3-1,not_in_edsm,forward,1,0,Pha Aeb GZ-S,GZ-S,c3,1
Pha Aeb HA-D c26-1,not_in_edsm,forward,1,0,Pha Aeb HA-D,HA-D,c26,1
Pha Aeb HA-H c10-1,not_in_edsm,forward,1,0,Pha Aeb HA-H,HA-H,c10,1
Pha Aeb HA-P c19-1,not_in_edsm,forward,1,0,Pha Aeb HA-P,HA-P,c19,1
Pha Aeb HA-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb HA-Q,HA-Q,c5,1
Pha Aeb HA-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb HA-Q,HA-Q,d5,1
Pha Aeb HB-F b11-1,not_in_edsm,forward,1,0,Pha Aeb HB-F,HB-F,b11,1
Pha Aeb HB-F c11-1,not_in_edsm,forward,1,0,Pha Aeb HB-F,HB-F,c11,1
Pha Aeb HB-F d11-2,not_in_edsm,forward,1,1,Pha Aeb HB-F,HB-F,d11,2
Pha Aeb HB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb HB-O,HB-O,c6,1
Pha Aeb HB-O d6-1,not_in_edsm,forward,1,0,Pha Aeb HB-O,HB-O,d6,1
Pha Aeb HB-W c15-1,not_in_edsm,forward,1,0,Pha Aeb HB-W,HB-W,c15,1
Pha Aeb HB-X b1-1,not_in_edsm,forward,1,0,Pha Aeb HB-X,HB-X,b1,1
Pha Aeb HB-X d1-1,not_in_edsm,forward,1,0,Pha Aeb HB-X,HB-X,d1,1
Pha Aeb HC-B c27-1,not_in_edsm,forward,1,0,Pha Aeb HC-B,HC-B,c27,1
Pha Aeb HC-C d13-1,not_in_edsm,forward,1,0,Pha Aeb HC-C,HC-C,d13,1
Pha Aeb HC-D b12-1,not_in_edsm,forward,1,0,Pha Aeb HC-D,HC-D,b12,1
Pha Aeb HC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb HC-D,HC-D,c12,1
Pha Aeb HC-D d12-4,not_in_edsm,forward,1,3,Pha Aeb HC-D,HC-D,d12,4
Pha Aeb HC-L d8-1,not_in_edsm,forward,1,0,Pha Aeb HC-L,HC-L,d8,1
Pha Aeb HC-M b7-1,not_in_edsm,forward,1,0,Pha Aeb HC-M,HC-M,b7,1
Pha Aeb HC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb HC-M,HC-M,c7,1
Pha Aeb HC-M d7-3,not_in_edsm,forward,1,2,Pha Aeb HC-M,HC-M,d7,3
Pha Aeb HC-X c1-1,not_in_edsm,forward,1,0,Pha Aeb HC-X,HC-X,c1,1
Pha Aeb HD-A d14-2,not_in_edsm,forward,1,1,Pha Aeb HD-A,HD-A,d14,2
Pha Aeb HD-D b12-1,not_in_edsm,forward,1,0,Pha Aeb HD-D,HD-D,b12,1
Pha Aeb HD-I c23-1,not_in_edsm,forward,1,0,Pha Aeb HD-I,HD-I,c23,1
Pha Aeb HD-J c9-1,not_in_edsm,forward,1,0,Pha Aeb HD-J,HD-J,c9,1
Pha Aeb HD-V c2-1,not_in_edsm,forward,1,0,Pha Aeb HD-V,HD-V,c2,1
Pha Aeb HD-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb HD-Z,HD-Z,c27,1
Pha Aeb HE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb HE-G,HE-G,c24,1
Pha Aeb HE-K c8-1,not_in_edsm,forward,1,0,Pha Aeb HE-K,HE-K,c8,1
Pha Aeb HE-P c19-1,not_in_edsm,forward,1,0,Pha Aeb HE-P,HE-P,c19,1
Pha Aeb HE-T c3-1,not_in_edsm,forward,1,0,Pha Aeb HE-T,HE-T,c3,1
Pha Aeb HF-D c26-1,not_in_edsm,forward,1,0,Pha Aeb HF-D,HF-D,c26,1
Pha Aeb HF-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb HF-Q,HF-Q,c5,1
Pha Aeb HF-R c4-2,not_in_edsm,forward,1,1,Pha Aeb HF-R,HF-R,c4,2
Pha Aeb HF-R d4-3,not_in_edsm,forward,1,2,Pha Aeb HF-R,HF-R,d4,3
Pha Aeb HG-F c11-1,not_in_edsm,forward,1,0,Pha Aeb HG-F,HG-F,c11,1
Pha Aeb HG-F d11-1,not_in_edsm,forward,1,0,Pha Aeb HG-F,HG-F,d11,1
Pha Aeb HG-N c20-1,not_in_edsm,forward,1,0,Pha Aeb HG-N,HG-N,c20,1
Pha Aeb HG-O c6-1,not_in_edsm,forward,1,0,Pha Aeb HG-O,HG-O,c6,1
Pha Aeb HG-O d6-1,not_in_edsm,forward,1,0,Pha Aeb HG-O,HG-O,d6,1
Pha Aeb HG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb HG-X,HG-X,c1,1
Pha Aeb HG-X d1-1,not_in_edsm,forward,1,0,Pha Aeb HG-X,HG-X,d1,1
Pha Aeb HH-C d13-1,not_in_edsm,forward,1,0,Pha Aeb HH-C,HH-C,d13,1
Pha Aeb HH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb HH-D,HH-D,c12,1
Pha Aeb HH-D d12-2,not_in_edsm,forward,1,1,Pha Aeb HH-D,HH-D,d12,2
Pha Aeb HH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb HH-M,HH-M,c7,1
Pha Aeb HH-M d7-1,not_in_edsm,forward,1,0,Pha Aeb HH-M,HH-M,d7,1
Pha Aeb HH-U b16-1,not_in_edsm,forward,1,0,Pha Aeb HH-U,HH-U,b16,1
Pha Aeb HH-U c16-1,not_in_edsm,forward,1,0,Pha Aeb HH-U,HH-U,c16,1
Pha Aeb HH-V b2-1,not_in_edsm,forward,1,0,Pha Aeb HH-V,HH-V,b2,1
Pha Aeb HI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb HI-B,HI-B,c13,1
Pha Aeb HI-B d13-5,not_in_edsm,forward,1,4,Pha Aeb HI-B,HI-B,d13,5
Pha Aeb HI-D b12-1,not_in_edsm,forward,1,0,Pha Aeb HI-D,HI-D,b12,1
Pha Aeb HI-I c23-1,not_in_edsm,forward,1,0,Pha Aeb HI-I,HI-I,c23,1
Pha Aeb HI-V c2-1,not_in_edsm,forward,1,0,Pha Aeb HI-V,HI-V,c2,1
Pha Aeb HI-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb HI-Z,HI-Z,c27,1
Pha Aeb HJ-B b13-1,not_in_edsm,forward,1,0,Pha Aeb HJ-B,HJ-B,b13,1
Pha Aeb HJ-B c13-1,not_in_edsm,forward,1,0,Pha Aeb HJ-B,HJ-B,c13,1
Pha Aeb HJ-G c24-1,not_in_edsm,forward,1,0,Pha Aeb HJ-G,HJ-G,c24,1
Pha Aeb HJ-K c8-1,not_in_edsm,forward,1,0,Pha Aeb HJ-K,HJ-K,c8,1
Pha Aeb HJ-T c3-1,not_in_edsm,forward,1,0,Pha Aeb HJ-T,HJ-T,c3,1
Pha Aeb HJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb HJ-X,HJ-X,c28,1
Pha Aeb HJ-Y c14-1,not_in_edsm,forward,1,0,Pha Aeb HJ-Y,HJ-Y,c14,1
Pha Aeb HK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb HK-E,HK-E,c25,1
Pha Aeb HK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb HK-I,HK-I,b9,1
Pha Aeb HK-I c9-1,not_in_edsm,forward,1,0,Pha Aeb HK-I,HK-I,c9,1
Pha Aeb HK-R b4-1,not_in_edsm,forward,1,0,Pha Aeb HK-R,HK-R,b4,1
Pha Aeb HK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb HK-R,HK-R,c4,1
Pha Aeb HK-R d4-2,not_in_edsm,forward,1,1,Pha Aeb HK-R,HK-R,d4,2
Pha Aeb HL-B c27-1,not_in_edsm,forward,1,0,Pha Aeb HL-B,HL-B,c27,1
Pha Aeb HL-E c25-1,not_in_edsm,forward,1,0,Pha Aeb HL-E,HL-E,c25,1
Pha Aeb HL-F c11-1,not_in_edsm,forward,1,0,Pha Aeb HL-F,HL-F,c11,1
Pha Aeb HL-O b6-1,not_in_edsm,forward,1,0,Pha Aeb HL-O,HL-O,b6,1
Pha Aeb HL-O c6-1,not_in_edsm,forward,1,0,Pha Aeb HL-O,HL-O,c6,1
Pha Aeb HL-O d6-1,not_in_edsm,forward,1,0,Pha Aeb HL-O,HL-O,d6,1
Pha Aeb HL-P c5-2,not_in_edsm,forward,1,1,Pha Aeb HL-P,HL-P,c5,2
Pha Aeb HL-P d5-3,not_in_edsm,forward,1,2,Pha Aeb HL-P,HL-P,d5,3
Pha Aeb HL-X c1-1,not_in_edsm,forward,1,0,Pha Aeb HL-X,HL-X,c1,1
Pha Aeb HL-X d1-1,not_in_edsm,forward,1,0,Pha Aeb HL-X,HL-X,d1,1
Pha Aeb HM-D c12-1,not_in_edsm,forward,1,0,Pha Aeb HM-D,HM-D,c12,1
Pha Aeb HM-D d12-2,not_in_edsm,forward,1,1,Pha Aeb HM-D,HM-D,d12,2
Pha Aeb HM-L c21-1,not_in_edsm,forward,1,0,Pha Aeb HM-L,HM-L,c21,1
Pha Aeb HM-M c7-1,not_in_edsm,forward,1,0,Pha Aeb HM-M,HM-M,c7,1
Pha Aeb HM-M d7-1,not_in_edsm,forward,1,0,Pha Aeb HM-M,HM-M,d7,1
Pha Aeb HM-P b5-1,not_in_edsm,forward,1,0,Pha Aeb HM-P,HM-P,b5,1
Pha Aeb HM-U c3-1,not_in_edsm,forward,1,0,Pha Aeb HM-U,HM-U,c3,1
Pha Aeb HM-V b2-1,not_in_edsm,forward,1,0,Pha Aeb HM-V,HM-V,b2,1
Pha Aeb HN-B c13-1,not_in_edsm,forward,1,0,Pha Aeb HN-B,HN-B,c13,1
Pha Aeb HN-B d13-3,not_in_edsm,forward,1,2,Pha Aeb HN-B,HN-B,d13,3
Pha Aeb HN-K c8-1,not_in_edsm,forward,1,0,Pha Aeb HN-K,HN-K,c8,1
Pha Aeb HN-K d8-2,not_in_edsm,forward,1,1,Pha Aeb HN-K,HN-K,d8,2
Pha Aeb HN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb HN-S,HN-S,c17,1
Pha Aeb HN-W b1-1,not_in_edsm,forward,1,0,Pha Aeb HN-W,HN-W,b1,1
Pha Aeb HN-W c1-2,not_in_edsm,forward,1,1,Pha Aeb HN-W,HN-W,c1,2
Pha Aeb HN-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb HN-Z,HN-Z,c27,1
Pha Aeb HO-T c3-1,not_in_edsm,forward,1,0,Pha Aeb HO-T,HO-T,c3,1
Pha Aeb HO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb HO-X,HO-X,c28,1
Pha Aeb HP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb HP-E,HP-E,c25,1
Pha Aeb HP-I c9-1,not_in_edsm,forward,1,0,Pha Aeb HP-I,HP-I,c9,1
Pha Aeb HP-N c20-1,not_in_edsm,forward,1,0,Pha Aeb HP-N,HP-N,c20,1
Pha Aeb HP-R c4-1,not_in_edsm,forward,1,0,Pha Aeb HP-R,HP-R,c4,1
Pha Aeb HP-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb HP-Z,HP-Z,c13,1
Pha Aeb HQ-B c27-1,not_in_edsm,forward,1,0,Pha Aeb HQ-B,HQ-B,c27,1
Pha Aeb HQ-E c25-1,not_in_edsm,forward,1,0,Pha Aeb HQ-E,HQ-E,c25,1
Pha Aeb HQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb HQ-G,HQ-G,c10,1
Pha Aeb HQ-G d10-4,not_in_edsm,forward,1,3,Pha Aeb HQ-G,HQ-G,d10,4
Pha Aeb HQ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb HQ-P,HQ-P,b5,1
Pha Aeb HQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb HQ-P,HQ-P,c5,1
Pha Aeb HQ-X c1-1,not_in_edsm,forward,1,0,Pha Aeb HQ-X,HQ-X,c1,1
Pha Aeb HQ-X d1-1,not_in_edsm,forward,1,0,Pha Aeb HQ-X,HQ-X,d1,1
Pha Aeb HR-C c26-1,not_in_edsm,forward,1,0,Pha Aeb HR-C,HR-C,c26,1
Pha Aeb HR-D d12-1,not_in_edsm,forward,1,0,Pha Aeb HR-D,HR-D,d12,1
Pha Aeb HR-M d7-1,not_in_edsm,forward,1,0,Pha Aeb HR-M,HR-M,d7,1
Pha Aeb HR-N b6-1,not_in_edsm,forward,1,0,Pha Aeb HR-N,HR-N,b6,1
Pha Aeb HR-N c6-1,not_in_edsm,forward,1,0,Pha Aeb HR-N,HR-N,c6,1
Pha Aeb HR-N d6-4,not_in_edsm,forward,1,3,Pha Aeb HR-N,HR-N,d6,4
Pha Aeb HR-N e6-1,not_in_edsm,forward,1,0,Pha Aeb HR-N,HR-N,e6,1
Pha Aeb HR-W c1-2,not_in_edsm,forward,1,1,Pha Aeb HR-W,HR-W,c1,2
Pha Aeb HR-W d1-4,not_in_edsm,forward,1,3,Pha Aeb HR-W,HR-W,d1,4
Pha Aeb HS-B c13-1,not_in_edsm,forward,1,0,Pha Aeb HS-B,HS-B,c13,1
Pha Aeb HS-B d13-2,not_in_edsm,forward,1,1,Pha Aeb HS-B,HS-B,d13,2
Pha Aeb HS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb HS-J,HS-J,c22,1
Pha Aeb HS-K b8-1,not_in_edsm,forward,1,0,Pha Aeb HS-K,HS-K,b8,1
Pha Aeb HS-N c6-1,not_in_edsm,forward,1,0,Pha Aeb HS-N,HS-N,c6,1
Pha Aeb HS-W c1-1,not_in_edsm,forward,1,0,Pha Aeb HS-W,HS-W,c1,1
Pha Aeb HT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb HT-Q,HT-Q,c18,1
Pha Aeb HT-U b2-1,not_in_edsm,forward,1,0,Pha Aeb HT-U,HT-U,b2,1
Pha Aeb HT-U c2-2,not_in_edsm,forward,1,1,Pha Aeb HT-U,HT-U,c2,2
Pha Aeb HT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb HT-X,HT-X,c28,1
Pha Aeb HT-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb HT-Z,HT-Z,c13,1
Pha Aeb HT-Z d13-3,not_in_edsm,forward,1,2,Pha Aeb HT-Z,HT-Z,d13,3
Pha Aeb HU-E c25-1,not_in_edsm,forward,1,0,Pha Aeb HU-E,HU-E,c25,1
Pha Aeb HU-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb HU-Q,HU-Q,c18,1
Pha Aeb HU-R c4-1,not_in_edsm,forward,1,0,Pha Aeb HU-R,HU-R,c4,1
Pha Aeb HV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb HV-C,HV-C,c26,1
Pha Aeb HV-G b10-1,not_in_edsm,forward,1,0,Pha Aeb HV-G,HV-G,b10,1
Pha Aeb HV-G c10-1,not_in_edsm,forward,1,0,Pha Aeb HV-G,HV-G,c10,1
Pha Aeb HV-P c5-1,not_in_edsm,forward,1,0,Pha Aeb HV-P,HV-P,c5,1
Pha Aeb HV-P d5-1,not_in_edsm,forward,1,0,Pha Aeb HV-P,HV-P,d5,1
Pha Aeb HV-X b14-1,not_in_edsm,forward,1,0,Pha Aeb HV-X,HV-X,b14,1
Pha Aeb HV-X c14-1,not_in_edsm,forward,1,0,Pha Aeb HV-X,HV-X,c14,1
Pha Aeb HW-C c26-1,not_in_edsm,forward,1,0,Pha Aeb HW-C,HW-C,c26,1
Pha Aeb HW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb HW-E,HW-E,c11,1
Pha Aeb HW-E d11-3,not_in_edsm,forward,1,2,Pha Aeb HW-E,HW-E,d11,3
Pha Aeb HW-M d7-1,not_in_edsm,forward,1,0,Pha Aeb HW-M,HW-M,d7,1
Pha Aeb HW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb HW-N,HW-N,c6,1
Pha Aeb HW-N d6-2,not_in_edsm,forward,1,1,Pha Aeb HW-N,HW-N,d6,2
Pha Aeb HW-V c2-1,not_in_edsm,forward,1,0,Pha Aeb HW-V,HW-V,c2,1
Pha Aeb HW-V d2-1,not_in_edsm,forward,1,0,Pha Aeb HW-V,HW-V,d2,1
Pha Aeb HW-W c1-2,not_in_edsm,forward,1,1,Pha Aeb HW-W,HW-W,c1,2
Pha Aeb HW-W d1-3,not_in_edsm,forward,1,2,Pha Aeb HW-W,HW-W,d1,3
Pha Aeb HX-A c27-1,not_in_edsm,forward,1,0,Pha Aeb HX-A,HX-A,c27,1
Pha Aeb HX-B d13-1,not_in_edsm,forward,1,0,Pha Aeb HX-B,HX-B,d13,1
Pha Aeb HX-K c8-1,not_in_edsm,forward,1,0,Pha Aeb HX-K,HX-K,c8,1
Pha Aeb HX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb HX-L,HX-L,b7,1
Pha Aeb HX-L c7-1,not_in_edsm,forward,1,0,Pha Aeb HX-L,HX-L,c7,1
Pha Aeb HX-L d7-4,not_in_edsm,forward,1,3,Pha Aeb HX-L,HX-L,d7,4
Pha Aeb HX-T c3-1,not_in_edsm,forward,1,0,Pha Aeb HX-T,HX-T,c3,1
Pha Aeb HX-W b1-1,not_in_edsm,forward,1,0,Pha Aeb HX-W,HX-W,b1,1
Pha Aeb HX-W c1-1,not_in_edsm,forward,1,0,Pha Aeb HX-W,HX-W,c1,1
Pha Aeb HY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb HY-H,HY-H,c23,1
Pha Aeb HY-L c7-1,not_in_edsm,forward,1,0,Pha Aeb HY-L,HY-L,c7,1
Pha Aeb HY-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb HY-Q,HY-Q,c18,1
Pha Aeb HY-U b2-1,not_in_edsm,forward,1,0,Pha Aeb HY-U,HY-U,b2,1
Pha Aeb HY-U c2-1,not_in_edsm,forward,1,0,Pha Aeb HY-U,HY-U,c2,1
Pha Aeb HY-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb HY-Z,HY-Z,c13,1
Pha Aeb HZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb HZ-O,HZ-O,c19,1
Pha Aeb HZ-R c4-1,not_in_edsm,forward,1,0,Pha Aeb HZ-R,HZ-R,c4,1
Pha Aeb HZ-S b3-1,not_in_edsm,forward,1,0,Pha Aeb HZ-S,HZ-S,b3,1
Pha Aeb HZ-S c3-1,not_in_edsm,forward,1,0,Pha Aeb HZ-S,HZ-S,c3,1
Pha Aeb IA-D c26-1,not_in_edsm,forward,1,0,Pha Aeb IA-D,IA-D,c26,1
Pha Aeb IA-H c10-1,not_in_edsm,forward,1,0,Pha Aeb IA-H,IA-H,c10,1
Pha Aeb IA-M c21-1,not_in_edsm,forward,1,0,Pha Aeb IA-M,IA-M,c21,1
Pha Aeb IA-P c19-1,not_in_edsm,forward,1,0,Pha Aeb IA-P,IA-P,c19,1
Pha Aeb IA-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb IA-Q,IA-Q,c5,1
Pha Aeb IB-F c11-1,not_in_edsm,forward,1,0,Pha Aeb IB-F,IB-F,c11,1
Pha Aeb IB-F d11-2,not_in_edsm,forward,1,1,Pha Aeb IB-F,IB-F,d11,2
Pha Aeb IB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb IB-O,IB-O,c6,1
Pha Aeb IB-W c15-1,not_in_edsm,forward,1,0,Pha Aeb IB-W,IB-W,c15,1
Pha Aeb IB-X b1-1,not_in_edsm,forward,1,0,Pha Aeb IB-X,IB-X,b1,1
Pha Aeb IB-X d1-1,not_in_edsm,forward,1,0,Pha Aeb IB-X,IB-X,d1,1
Pha Aeb IC-B c27-1,not_in_edsm,forward,1,0,Pha Aeb IC-B,IC-B,c27,1
Pha Aeb IC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb IC-D,IC-D,c12,1
Pha Aeb IC-D d12-4,not_in_edsm,forward,1,3,Pha Aeb IC-D,IC-D,d12,4
Pha Aeb IC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb IC-M,IC-M,c7,1
Pha Aeb IC-M d7-3,not_in_edsm,forward,1,2,Pha Aeb IC-M,IC-M,d7,3
Pha Aeb IC-U c3-1,not_in_edsm,forward,1,0,Pha Aeb IC-U,IC-U,c3,1
Pha Aeb IC-U d3-1,not_in_edsm,forward,1,0,Pha Aeb IC-U,IC-U,d3,1
Pha Aeb IC-V b2-1,not_in_edsm,forward,1,0,Pha Aeb IC-V,IC-V,b2,1
Pha Aeb IC-V c2-1,not_in_edsm,forward,1,0,Pha Aeb IC-V,IC-V,c2,1
Pha Aeb IC-V d2-2,not_in_edsm,forward,1,1,Pha Aeb IC-V,IC-V,d2,2
Pha Aeb ID-D b12-1,not_in_edsm,forward,1,0,Pha Aeb ID-D,ID-D,b12,1
Pha Aeb ID-I c23-1,not_in_edsm,forward,1,0,Pha Aeb ID-I,ID-I,c23,1
Pha Aeb ID-J c9-1,not_in_edsm,forward,1,0,Pha Aeb ID-J,ID-J,c9,1
Pha Aeb ID-J d9-1,not_in_edsm,forward,1,0,Pha Aeb ID-J,ID-J,d9,1
Pha Aeb ID-M c7-1,not_in_edsm,forward,1,0,Pha Aeb ID-M,ID-M,c7,1
Pha Aeb ID-V c2-1,not_in_edsm,forward,1,0,Pha Aeb ID-V,ID-V,c2,1
Pha Aeb ID-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb ID-Z,ID-Z,c27,1
Pha Aeb IE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb IE-G,IE-G,c24,1
Pha Aeb IE-K c8-1,not_in_edsm,forward,1,0,Pha Aeb IE-K,IE-K,c8,1
Pha Aeb IE-P c19-1,not_in_edsm,forward,1,0,Pha Aeb IE-P,IE-P,c19,1
Pha Aeb IE-T b3-1,not_in_edsm,forward,1,0,Pha Aeb IE-T,IE-T,b3,1
Pha Aeb IE-T c3-1,not_in_edsm,forward,1,0,Pha Aeb IE-T,IE-T,c3,1
Pha Aeb IE-Y c14-1,not_in_edsm,forward,1,0,Pha Aeb IE-Y,IE-Y,c14,1
Pha Aeb IF-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb IF-Q,IF-Q,c5,1
Pha Aeb IF-R b4-1,not_in_edsm,forward,1,0,Pha Aeb IF-R,IF-R,b4,1
Pha Aeb IF-R c4-1,not_in_edsm,forward,1,0,Pha Aeb IF-R,IF-R,c4,1
Pha Aeb IF-R d4-3,not_in_edsm,forward,1,2,Pha Aeb IF-R,IF-R,d4,3
Pha Aeb IG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb IG-B,IG-B,c27,1
Pha Aeb IG-F c11-1,not_in_edsm,forward,1,0,Pha Aeb IG-F,IG-F,c11,1
Pha Aeb IG-O c6-1,not_in_edsm,forward,1,0,Pha Aeb IG-O,IG-O,c6,1
Pha Aeb IG-O d6-1,not_in_edsm,forward,1,0,Pha Aeb IG-O,IG-O,d6,1
Pha Aeb IG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb IG-X,IG-X,c1,1
Pha Aeb IG-X d1-1,not_in_edsm,forward,1,0,Pha Aeb IG-X,IG-X,d1,1
Pha Aeb IH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb IH-D,IH-D,c12,1
Pha Aeb IH-D d12-2,not_in_edsm,forward,1,1,Pha Aeb IH-D,IH-D,d12,2
Pha Aeb IH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb IH-M,IH-M,c7,1
Pha Aeb IH-M d7-2,not_in_edsm,forward,1,1,Pha Aeb IH-M,IH-M,d7,2
Pha Aeb IH-U c16-1,not_in_edsm,forward,1,0,Pha Aeb IH-U,IH-U,c16,1
Pha Aeb IH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb IH-V,IH-V,c2,1
Pha Aeb II-B c13-1,not_in_edsm,forward,1,0,Pha Aeb II-B,II-B,c13,1
Pha Aeb II-B d13-5,not_in_edsm,forward,1,4,Pha Aeb II-B,II-B,d13,5
Pha Aeb II-K c8-1,not_in_edsm,forward,1,0,Pha Aeb II-K,II-K,c8,1
Pha Aeb II-K d8-2,not_in_edsm,forward,1,1,Pha Aeb II-K,II-K,d8,2
Pha Aeb II-V c2-1,not_in_edsm,forward,1,0,Pha Aeb II-V,II-V,c2,1
Pha Aeb II-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb II-Z,II-Z,c27,1
Pha Aeb IJ-B b13-1,not_in_edsm,forward,1,0,Pha Aeb IJ-B,IJ-B,b13,1
Pha Aeb IJ-B c13-1,not_in_edsm,forward,1,0,Pha Aeb IJ-B,IJ-B,c13,1
Pha Aeb IJ-G c24-1,not_in_edsm,forward,1,0,Pha Aeb IJ-G,IJ-G,c24,1
Pha Aeb IJ-K c8-1,not_in_edsm,forward,1,0,Pha Aeb IJ-K,IJ-K,c8,1
Pha Aeb IJ-T b3-1,not_in_edsm,forward,1,0,Pha Aeb IJ-T,IJ-T,b3,1
Pha Aeb IJ-T c3-1,not_in_edsm,forward,1,0,Pha Aeb IJ-T,IJ-T,c3,1
Pha Aeb IJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb IJ-X,IJ-X,c28,1
Pha Aeb IJ-Y c14-1,not_in_edsm,forward,1,0,Pha Aeb IJ-Y,IJ-Y,c14,1
Pha Aeb IK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb IK-E,IK-E,c25,1
Pha Aeb IK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb IK-I,IK-I,b9,1
Pha Aeb IK-I c9-1,not_in_edsm,forward,1,0,Pha Aeb IK-I,IK-I,c9,1
Pha Aeb IK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb IK-N,IK-N,c20,1
Pha Aeb IK-R b4-1,not_in_edsm,forward,1,0,Pha Aeb IK-R,IK-R,b4,1
Pha Aeb IK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb IK-R,IK-R,c4,1
Pha Aeb IL-B c27-1,not_in_edsm,forward,1,0,Pha Aeb IL-B,IL-B,c27,1
Pha Aeb IL-E c25-1,not_in_edsm,forward,1,0,Pha Aeb IL-E,IL-E,c25,1
